file_path,description_length,description_text
/home/linux/work/uyuni-docs/modules/administration/pages/master-fingerprint.adoc,159,"To set up validation from Client to master in a highly secure network configuration, enter the master's fingerprint within your Salt minion configuration file."
/home/linux/work/uyuni-docs/modules/administration/pages/repo-metadata.adoc,100,Learn how to generate and configure a custom GPG key for signing repository metadata on your Server.
/home/linux/work/uyuni-docs/modules/administration/pages/mgr-sync.adoc,158,"Learn how to use `mgr-sync` with a support subscription to connect to the Customer Center and manage product channels, organization credentials, and products."
/home/linux/work/uyuni-docs/modules/administration/pages/patch-management.adoc,147,"Learn how to manage retracted patches and packages in your system, including understanding their status, propagation, and impact on Client systems."
/home/linux/work/uyuni-docs/modules/administration/pages/ssl-certs-selfsigned.adoc,116,Learn how to create or re-create self-signed SSL certificates on Server to ensure secure communication with clients.
/home/linux/work/uyuni-docs/modules/administration/pages/image-mgmt-container-inspection.adoc,142,"Inspecting a container image requires adding necessary software in advance, such as libssl.so.1.1, to ensure successful inspection operations."
/home/linux/work/uyuni-docs/modules/administration/pages/removing-channels.adoc,121,Removing a provided channel from MLM and cleaning up end-of-life products allows you to reclaim space for other purposes.
/home/linux/work/uyuni-docs/modules/administration/pages/live-patching-sles15.adoc,152,"Setting up Live Patching on SLES15 systems involves managing kernel updates without requiring reboots for most security patches, ensuring uninterrupted."
/home/linux/work/uyuni-docs/modules/administration/pages/ansible-setup-control-node.adoc,109,"To set up an Ansible control node, you need to configure it as a SLES system with required modules installed."
/home/linux/work/uyuni-docs/modules/administration/pages/confidential-computing.adoc,139,"Learn how to set up and configure Confidential Computing in MLM, including enabling and scheduling attestations for secure data protection."
/home/linux/work/uyuni-docs/modules/administration/pages/infra-maintenance.adoc,156,"Here is the final meta description sentence Learn how to keep your Server, proxies, and build hosts up-to-date with the latest security patches and updates."
/home/linux/work/uyuni-docs/modules/administration/pages/disconnected-setup.adoc,142,"To synchronize channels and repositories in a disconnected MLM setup, you must first enable the corresponding mandatory Client Tools Channels."
/home/linux/work/uyuni-docs/modules/administration/pages/maintenance-windows.adoc,161,"Setting up maintenance windows in MLM, administrators can manage when restricted actions are allowed on clients, ensuring smoother system updates and minimizing."
/home/linux/work/uyuni-docs/modules/administration/pages/troubleshooting/tshoot-logintimeout.adoc,153,Adjusting the MLM Web UI login timeout value helps prevent frequent re-authentication for users interacting with the application over an extended period.
/home/linux/work/uyuni-docs/modules/administration/pages/troubleshooting/tshoot-hostname-rename.adoc,158,"To successfully rename the Server hostname, update the settings in the PostgreSQL database and internal structures using the spacewalk-hostname-rename script."
/home/linux/work/uyuni-docs/modules/administration/pages/troubleshooting/tshoot-mounting-vartmp-with-noexec.adoc,107,"To successfully bootstrap clients in the Web UI, ensure that var tmp is not mounted with the noexec option."
/home/linux/work/uyuni-docs/modules/administration/pages/troubleshooting/tshoot-not-enough-disk-space.adoc,112,Check available disk space before migration and optimize file system configuration to ensure sufficient storage.
/home/linux/work/uyuni-docs/modules/administration/pages/troubleshooting/tshoot-custom-channel.adoc,151,Troubleshooting custom channels with conflicting packages helps you resolve issues with bootstrap repository creation and Client registration failures.
/home/linux/work/uyuni-docs/modules/administration/pages/troubleshooting/tshoot-diskspace.adoc,134,"This page serves as a starting point for troubleshooting disk space issues, which can impact MLM database and file structure recovery."
/home/linux/work/uyuni-docs/modules/administration/pages/troubleshooting/tshoot-localcert.adoc,144,Ensure that the link to the local issuer certificate is created correctly to prevent errors during zypper operations with your Server or Client.
/home/linux/work/uyuni-docs/modules/administration/pages/troubleshooting/tshoot-firewalls.adoc,160,Configure your firewall to allow access to third-party URLs or set it to reject requests from MLM to prevent synchronization timeouts and missing non- products.
/home/linux/work/uyuni-docs/modules/administration/pages/troubleshooting/tshoot-taskomatic.adoc,111,Wait for Taskomatic to complete or restart it after a crash to ensure Client updates are carried out correctly.
/home/linux/work/uyuni-docs/modules/administration/pages/troubleshooting/tshoot-corruptrepo.adoc,142,Users can resolve corrupt repository issues by removing outdated metadata files and regenerating them to ensure successful updates on clients.
/home/linux/work/uyuni-docs/modules/administration/pages/troubleshooting/tshoot-remote-root-on-micro.adoc,124,Enable password-based remote root login on SL Micro container hosts to access managed clients and Proxy components securely.
/home/linux/work/uyuni-docs/modules/administration/pages/troubleshooting/tshoot-highsynctimesoverwan.adoc,160,Identifying the cause of high sync times between Server and Proxy over WAN connections is crucial for resolving this issue and ensuring efficient data transfer.
/home/linux/work/uyuni-docs/modules/administration/pages/troubleshooting/tshoot-bootstrap-repo-for-eol-products.adoc,138,Learn how to create manual bootstrap repositories for End-of-Life products on the Server using mgrctl commands and manage their lifecycle.
/home/linux/work/uyuni-docs/modules/administration/pages/troubleshooting/tshoot-iss.adoc,127,Clearing caches on both ISS Master and Slave resolves caching errors that prevent synchronization from completing successfully.
/home/linux/work/uyuni-docs/modules/administration/pages/troubleshooting/tshoot-webui-fails-load.adoc,155,"To resolve Web UI loading issues after migration, clear browser cache and reload the page to avoid browser confusion caused by duplicated hostnames and IP."
/home/linux/work/uyuni-docs/modules/administration/pages/troubleshooting/tshoot-rpctimeout.adoc,123,"Learn how to resolve RPC connection timeouts on Server, Proxy, and Client systems by adjusting configuration file settings."
/home/linux/work/uyuni-docs/modules/administration/pages/troubleshooting/tshoot-mail.adoc,160,"Secure mail communication issues can be resolved by enabling authentication, defining username and password, and configuring SSL or STARTLS in etc rhn rhn.conf."
/home/linux/work/uyuni-docs/modules/administration/pages/troubleshooting/tshoot-delclients.adoc,141,"To resolve registration issues with deleted clients, delete specified Salt cache files on the Server before attempting re-registration again."
/home/linux/work/uyuni-docs/modules/administration/pages/troubleshooting/tshoot-intro.adoc,115,This page serves as a starting point for accessing troubleshooting topics for common problems encountered with MLM.
/home/linux/work/uyuni-docs/modules/administration/pages/troubleshooting/tshoot-registerclones.adoc,154,"To resolve duplicate machine IDs in cloned Salt Clients, change the hostname, IP addresses, and machine ID to ensure MLM recognizes them as two different."
/home/linux/work/uyuni-docs/modules/administration/pages/troubleshooting/tshoot-schema-upgrade-fails.adoc,144,"Troubleshooting schema upgrade failures involves identifying the cause, understanding the consequences, and applying a fix to resolve the issue."
/home/linux/work/uyuni-docs/modules/administration/pages/troubleshooting/tshoot-disabling-fqdns-grain.adoc,134,"Disabling the FQDNS grain on the Server can prevent Client unresponsiveness and crashes, allowing you to use a network module instead."
/home/linux/work/uyuni-docs/modules/administration/pages/troubleshooting/tshoot-packages.adoc,115,Identify and resolve package inconsistencies to ensure Server accurately determines applicable patches for clients.
/home/linux/work/uyuni-docs/modules/administration/pages/troubleshooting/tshoot-proxy-connections-and-fqdns.adoc,157,"Correctly configuring Client FQDNs on the Proxy, you can resolve issues where connected clients do not properly display their Proxy connection in the Web UI."
/home/linux/work/uyuni-docs/modules/administration/pages/troubleshooting/tshoot-oes-repos-enablement.adoc,155,Enabling Open Enterprise Server (OES) on Server involves setting up credentials and completing a refresh operation to make OES visible in the product list.
/home/linux/work/uyuni-docs/modules/administration/pages/troubleshooting/tshoot-salt-clients-down-and-dns.adoc,157,"Troubleshoot Salt Client issues by resolving DNS configuration errors on the Client machine, ensuring accurate FQDN grains calculation and preventing Server."
/home/linux/work/uyuni-docs/modules/administration/pages/troubleshooting/tshoot-sync.adoc,150,"Troubleshoot package synchronization issues by checking logs, verifying GPG keys, and adjusting configuration settings to resolve connection timeouts."
/home/linux/work/uyuni-docs/modules/administration/pages/troubleshooting/tshoot-notifications.adoc,110,Learn how to configure notification lifetime and types in rhn.conf to manage message retention and visibility.
/home/linux/work/uyuni-docs/modules/administration/pages/troubleshooting/tshoot-autoinstallation.adoc,139,Troubleshooting autoinstallation issues requires ensuring all necessary software is properly configured and available to your organization.
/home/linux/work/uyuni-docs/modules/administration/pages/troubleshooting/tshoot-reg-from-webui-fails-no-errors.adoc,139,Inspecting the var log salt-ssh.log file on the Server or Client is necessary to diagnose issues with initial registration from the Web UI.
/home/linux/work/uyuni-docs/modules/administration/pages/troubleshooting/tshoot-passing-grains-to-start-event.adoc,140,"To avoid delays in registering clients, enable the start event grains feature on the Server to configure clients with the required settings."
/home/linux/work/uyuni-docs/modules/administration/pages/troubleshooting/tshoot-mounting-tmp-with-noexec.adoc,123,Learn how to troubleshoot and resolve issues related to mounting tmp with noexec on your Server or Client operating system.
/home/linux/work/uyuni-docs/modules/administration/pages/troubleshooting/tshoot-rh-cdn-channel-and-multiple-certs.adoc,133,Learn how to resolve multiple Red Hat CDN certificate issues on the Server by merging all valid certificates into a single .pem file.
/home/linux/work/uyuni-docs/modules/administration/pages/troubleshooting/tshoot-container-full-disk.adoc,120,"To resolve a full disk event in a container, increase the disk size and resize the partition and filesystem accordingly."
/home/linux/work/uyuni-docs/modules/administration/pages/snippets/install_scap_security_guide_package.adoc,128,"To install and execute remediations, you need to install the SCAP security guide package on your Ansible control node correctly."
